#Study : Sujay Analysis
#Date : 20180718 17:32:20
#Version : 6.4.8775.6
#TestRunDate : 20180612 14:04:28.767 (+01:00)

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	PostMarker	Annotation	FrameNo	FrameTime	NoOfFaces	FaceRect X	FaceRect Y	FaceRect Width	FaceRect Height	Joy Evidence	Joy Intensity	Anger Evidence	Anger Intensity	Surprise Evidence	Surprise Intensity	Fear Evidence	Fear Intensity	Contempt Evidence	Contempt Intensity	Disgust Evidence	Disgust Intensity	Sadness Evidence	Sadness Intensity	Neutral Evidence	Neutral Intensity	Positive Evidence	Positive Intensity	Negative Evidence	Negative Intensity	AU1 Evidence	AU2 Evidence	AU4 Evidence	AU5 Evidence	AU6 Evidence	AU7 Evidence	AU9 Evidence	AU10 Evidence	AU12 Evidence	AU14 Evidence	AU15 Evidence	AU17 Evidence	AU18 Evidence	AU20 Evidence	AU23 Evidence	AU24 Evidence	AU25 Evidence	AU26 Evidence	AU28 Evidence	AU43 Evidence	HasGlasses Probability	IsMale Probability	Yaw Degrees	Pitch Degrees	Roll Degrees	LEFT_EYE_LATERAL X	LEFT_EYE_LATERAL Y	LEFT_EYE_PUPIL X	LEFT_EYE_PUPIL Y	LEFT_EYE_MEDIAL X	LEFT_EYE_MEDIAL Y	RIGHT_EYE_MEDIAL X	RIGHT_EYE_MEDIAL Y	RIGHT_EYE_PUPIL X	RIGHT_EYE_PUPIL Y	RIGHT_EYE_LATERAL X	RIGHT_EYE_LATERAL Y	NOSE_TIP X	NOSE_TIP Y	7 X	7 Y	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429100	333			10	334	1	80	61	62	62	-1.387859	0	-0.1459336	0	-3.076591	0	0.05646513	0	-0.6623539	0	-0.3711525	0	-0.3857115	0	-1.294938	0	-1.387859	0	0.05646513	0	-0.2880889	-1.541853	1.31816	-0.8693025	-0.237723	0.262515	-0.6208827	-0.3012881	-0.8424103	-0.7075554	-1.273437	-0.4679511	0.2766199	1.273446	-0.5132402	-0.246067	-0.1467128	-0.6161094	-0.5181581	1.078156	0.4193188	0.7926931	1.082997	-5.310927	0.5398328	94.85236	79.59198	0	0	108.5834	79.46429	119.9991	79.73402	0	0	135.6116	79.75049	112.0527	91.38988	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429134	367			11	367	1	89	62	55	55	-2.453635	0	-0.1224824	0	-2.384186	0	0.1427	0	-0.7705785	0	-0.5781538	0	0.3971162	0	-0.602048	0	-2.453635	0	0.3971162	0	0.2895355	-1.292703	1.033927	-1.391105	0.3501088	0.4806253	-0.4448436	-0.4542209	-0.8585251	-0.641476	-0.1259287	-0.2019944	-0.2648933	-0.2949342	-0.2779906	-0.2005655	-1.137848	-1.117215	-1.210748	1.249831	0.6106245	0.9518006	6.571393	-2.313005	0.2793382	102.4558	79.57341	0	0	112.9092	78.20078	123.6269	78.44597	0	0	137.6609	77.97878	118.2272	90.17125	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429167	400			12	400	1	91	62	55	55	-3.177454	0	-0.3322818	0	-2.495049	0	0.5919844	0	-0.7749414	0	-0.5215982	0	-0.02798995	0	-0.3316033	0	-3.177454	0	0.5919844	0	-0.004686795	-1.055991	0.604962	-1.324008	0.2973916	0.2232306	-0.5465951	-0.4718094	-1.062154	-1.174333	-0.5019274	-0.5526217	-0.4975216	-0.3183954	-0.8030021	-0.7486343	-1.409719	-1.26046	-1.859417	0.8911059	0.6467063	0.9579746	4.947696	-3.662989	1.428236	106.004	79.93291	0	0	115.4218	78.06313	124.3838	77.51273	0	0	141.1694	77.9887	119.911	91.27869	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429200	433			13	434	1	91	59	66	66	-1.120444	0	-0.195593	0	-2.1716	0	-0.1609242	0	-1.112915	0	-0.2400533	0	-0.1874814	0	-1.062769	0	-1.120444	0	-0.1609242	0	-0.4575971	-1.224218	0.6354732	-0.950603	-1.047289	-0.01625253	-0.7527098	-0.6051937	-1.351741	-1.095768	-0.6997133	-0.8500989	-0.752104	1.116992	-0.8289343	-0.956288	0.6099932	-0.2199952	-0.6662269	0.4348035	0.9461827	0.9567075	3.413561	-12.60826	2.397243	106.057	79.7468	0	0	119.7118	79.20594	132.3555	79.02615	0	0	150.0845	79.06096	126.6105	90.34969	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429234	467			14	467	1	98	61	62	62	-1.748023	0	-0.7417065	0	-2.947916	0	0.6493374	0	-0.9348426	0	-0.4190538	0	-0.9024796	0	-1.061907	0	-1.748023	0	0.6493374	0	-0.725098	-1.461786	0.2211424	-1.172956	-1.28896	-0.2570919	-0.8696154	-0.8345069	-1.132725	-1.090695	-0.7917064	-0.8209375	-0.4432197	1.504365	-0.729557	-0.9951531	-0.1148498	-0.6601182	-1.181662	-0.0173438	0.9940678	0.8920334	7.111369	-11.8969	3.815732	114.7174	80.64233	0	0	121.3689	80.53973	134.5519	78.80952	0	0	154.5658	79.02731	132.3951	90.62248	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429267	500			15	500	1	96	59	68	68	-0.8606864	0	0.07380337	0	-1.428255	0	-0.894091	0	-0.5580779	0	-0.3151598	0	-0.4529848	0	-0.03692101	0	-0.8606864	0	0.07380337	0	-0.662164	-0.8835321	0.521049	-0.9217904	-1.016794	-0.5324464	-0.594107	-0.6289401	-0.822093	-0.4335945	-1.408947	-0.8222736	-0.1564491	-0.08354139	-0.747262	-0.4889036	-0.5217603	-0.6756894	-0.350978	0.3910959	0.9975389	0.974999	7.785752	-10.73656	3.530791	110.9883	80.40189	0	0	124.086	81.98432	137.451	80.06987	0	0	156.4927	79.65575	134.7949	91.09824	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429300	533			16	534	1	102	60	66	66	-1.689176	0	0.05644617	0	-2.441271	0	-1.101239	0	-0.9622828	0	-0.1397844	0	-0.5028833	0	-0.7941792	0	-1.689176	0	0.05644617	0	-0.6077982	-1.140714	0.6217763	-1.186012	-0.9294778	-0.05835285	-0.5459654	-0.7361429	-0.8494754	-0.755124	-0.8253319	-0.5182225	0.07170293	0.2541483	-0.5655795	-0.5655621	-0.7358003	-0.7979321	-0.6426274	0.2361737	0.9996278	0.8712076	7.36022	-9.45179	3.800894	114.4188	82.38795	0	0	128.2544	82.00478	142.4349	79.5833	0	0	157.6633	79.0403	139.6752	92.19397	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429334	567			17	567	1	98	58	78	78	-0.4256889	0	-0.2624247	0	-1.140823	0	-0.9929664	0	-0.2820727	0	0.08653043	0	-0.3243802	0	-0.1725255	0	-0.4256889	0	0.08653043	0	-0.4674945	-0.5558478	0.3864907	-1.11927	-0.5139366	-0.1673391	-0.4904268	-0.3568231	-0.3387538	-0.07690164	-0.4189357	-0.4592206	0.04657438	-0.06581864	-0.7035269	-0.03299139	-0.3471504	-0.4106471	-0.1972037	0.8280362	0.9850487	0.8110493	7.333631	-8.211324	4.030221	110.8311	83.95296	0	0	131.7865	83.02158	145.6005	80.7319	0	0	163.0167	80.3647	143.457	93.50275	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429367	600			18	601	1	100	60	75	75	-0.8006855	0	0.1360611	0	-1.416085	0	-1.333494	0	-0.4164291	0	0.0269842	0	-0.4257261	0	-0.3091122	0	-0.8006855	0	0.1360611	0	-0.6047207	-0.7537416	0.5099929	-1.126328	-0.5548554	-0.1483869	-0.5208819	-0.379701	-0.4198829	0.026149	-0.7537199	-0.360844	0.2271868	-0.2384359	-0.6777567	0.01302573	-0.340774	-0.4081738	-0.4549063	0.01593071	0.8526019	0.636427	10.44548	-6.941486	5.141939	113.1587	84.62096	0	0	132.5032	83.80379	147.1508	80.99358	0	0	162.9586	84.69839	144.7507	94.28608	0	0						
Sujay Analysis	20180718	Emergency Narendra Modi	0	MALE	FaceRecording_SujayAnalysis	TestImage	Emotient FACET	20180612_140429400	633			19	634	1	108	65	67	67	-1.988883	0	0.242367	0	-2.455606	0	-1.15434	0	-0.9888539	0	-0.6389224	0	-1.099651	0	-1.325817	0	-1.988883	0	0.242367	0	-0.5739509	-1.316739	1.049262	-1.126333	-0.8236597	0.476818	-0.8588152	-0.8642566	-0.7831366	-0.7151599	-0.8356758	-0.9952718	-0.0923	0.4423428	-0.5857305	-0.8000222	0.141007	-0.2692997	-0.9228683	0.2548006	0.7116872	0.4915616	9.978782	-4.92272	5.668992	120.4287	86.75661	0	0	134.481	86.45748	148.3247	83.06856	0	0	164.2434	83.99846	146.7375	96.95997	0	0						
